name,n_atom,ave_mass,Volume,Density,sg,Di,Df,Dif,VF,PV,ASA,NASA,topology,catention,dimension,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3,KH,error,co2,co2_error,n2,n2_error
IBITEW_R,200,12.67828628,2119.91,1.98619,9,2.05421,0.84977,2.02865,0.2938,0.147921,0,0,xft,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96E-25,1.87E-24,0,0,0,0
IBOQAU_R,124,10.20862903,1402.61,1.49865,2,3.26209,1.811,3.26139,0.3734,0.249158,0,0,sql,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23E-06,1.65E-06,0,0,5.85E-06,1.18E-05
IBOTEY_R,1608,12.43737046,18102.3,1.83457,116,2.06319,0.97786,1.96254,0.285,0.155349,0,0,bcu,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03E-22,5.73E-22,0,0,0,0
IBOTIC_R,608,10.01194388,6626.13,1.5255,14,2.88581,1.10938,2.8578,0.326,0.2137,0,0,sev,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47E-07,1.11E-07,0,0,0,0
IBOWIH_R,630,9.057666667,6413.91,1.47736,152,3.31925,1.69295,3.27913,0.3788,0.256403,0,0,bto,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88E-06,6.44E-07,9.74E-07,2.70E-06,0.000875237,0.000503777
IBOZIK_R,278,9.490539568,3005.66,1.45762,13,4.2325,2.87333,4.2325,0.3964,0.27195,0,47.1382,pts,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77E-05,4.28E-06,4.90E-05,6.44E-05,0.005034674,0.004554766
IBUDOZ_R,76,12.93221053,935.22,1.7451,14,2.13938,1.41126,2.13938,0.3434,0.196779,0,0,sra,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07E-29,9.00E-30,0,0,0,0
ic048812+si20040826_035032_R,280,12.35655,3404.81,1.68741,15,2.25452,1.07238,2.2151,0.2988,0.177076,0,0,mog,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04E-17,5.13E-18,0,0,0,0
ic101935f_si_002_R,684,11.75627485,20257.1,0.659196,205,14.72395,8.30501,14.68378,0.8164,1.23848,2070.68,0,pyr,1,3,356.635,926.3232,2336.6856,3286.3008,9016,18432,74784,83136,39,124,284,468,444,1580,3548,4776,30.6087,94.5788,250.6028,384.6516,2.7225,22.704,40.194,123.3045,900,960,7200,5220,1,4,11.5,22.5,16,62,190,252,1.7161,3.8252,16.47325,21.67395,0,-7.16,-5.385,-37.605,0,88,105,501,0,0,0,0,0,0.5,-1.5,27,0,2.32,2.49,12.93,562.2228,1557.2856,2892.3978,3628.623,2385,7194,11082,12090,81,228,426,558,894,3486,4626,4572,34.8105,117.036,189.9834,222.7674,11.8336,14.6888,38.356,35.088,64,80,208,192,1,1.5,3.5,4,2.5,9.5,12,28.5,0.5329,0.82855,1.89435,2.2484,28.09,73.935,130.115,239.56,0,0.89,0.89,3.56,0,2,2,8,0,0,0,0,0,-3.5,-3.5,-13,0,-0.04,-0.04,-0.16,0,-6,-6,-24,9.2416,18.848,43.2288,54.948,49,87.5,231,210,1,2.5,5,7.5,6.5,19.5,44.5,58.5,0.5625,1.29375,2.8425,3.43125,54.76,183.916307,331.52,476.347842,0,1.4,0.98,4.725,0,5,2,22.5,0,0,0,0,0,-1,-3.5,-2,0,0.15,-0.04,1.05,0,-6.353555,-7.8,-8.87133,7.15E-06,2.76E-07,0.000427464,6.80E-05,0.1688483,0.004931262
ic102347b_si_001_R,152,10.52234211,3061.43,0.867522,55,7.286,6.24859,7.286,0.647,0.745803,2118.78,0,pcu,1,3,84.7754,146.352,209.9612,299.472,1283,2268,2906,1632,11,20,28,36,48,112,126,88,7.6526,15.038,21.6936,20.482,3.61,24.624,29.07,58.862,841,870,1044,1624,1,4,6,12,16,40,72,96,1.9044,4.0848,6.3756,10.4328,0,-5.36,-3.9,-8.18,0,86,138,292,0,0,0,0,0,6,6,24,0,2.56,3.66,9,126.3881,254.6885,383.7042,445.5335,539,1094,1518,1499,18.5,38,57,69,95,230,313,321,8.05225,18.6038,26.3153,28.3601,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,7.889066667,7.529777778,13.05671111,15.32711111,42.66666667,33.77777778,71.11111111,76.44444444,0.666666667,0.888888889,1.333333333,1.777777778,1.333333333,3.111111111,4.444444444,7.111111111,0.355266667,0.434755556,0.736488889,0.9344,18.72666667,45.23504067,65.72,98.47059622,0,0.868888889,0.791111111,1.66,0,2.888888889,1.777777778,4.666666667,0,0,0,0,0,-0.888888889,-1.333333333,-2.222222222,0,0.053333333,-0.035555556,0.017777778,0,-3.823802222,-5.333333333,-9.157135556,8.52E-05,1.93E-05,0.001596089,0.000410119,0.2069722,0.009063934
ic200463k_si_002_1_R,100,11.12201048,948.715,1.94669,14,1.96685,1.0217,1.94248,0.2692,0.138286,0,0,sra,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09E-27,2.63E-27,0,0,0,0
ic200463k_si_002_1_R,100,11.12201048,948.715,1.94669,14,1.96685,1.0217,1.94248,0.2692,0.138286,0,0,sra,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09E-27,2.63E-27,0,0,0,0
ic202769e_si_002_R,240,10.4380398,2428.65,1.71283,60,2.30414,1.12667,2.30167,0.3324,0.194065,0,0,sqp,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06E-23,5.00E-23,0,0,0,0
ic300665a_si_002_R,712,8.888561798,7072.14,1.48596,96,2.82871,1.51121,1.9927,0.3538,0.238095,0,0,uoc,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69E-09,6.87E-09,0,0,0,0
ic300665a_si_002_R,712,8.888561798,7072.14,1.48596,96,2.82871,1.51121,1.9927,0.3538,0.238095,0,0,uoc,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69E-09,6.87E-09,0,0,0,0
ic3019502_si_002_R,93,11.38124778,2151.02,0.817118,139,8.03479,4.99407,8.03479,0.6862,0.839781,2097.93,0,,1,3,105.6223667,169.0346667,330.1506667,504.56,1369.666667,2941.333333,3686.666667,2752,13,24,39.33333333,60,63.33333333,162.6666667,200,141.3333333,8.622366667,18.08506667,28.07166667,34.05453333,2.615833333,28.75733333,27.2,49.50466667,808.3333333,1166.666667,1100,2013.333333,1,5.333333333,6.666666667,10.66666667,28.66666667,65.33333333,102.6666667,153.3333333,1.7881,5.254133333,6.93,10.8352,0,-9.213333333,-6.333333333,-13.62666667,0,108.6666667,143.3333333,224.6666667,0,0,0,0,0,16.66666667,18,30,0,3.226666667,3.866666667,6.293333333,206.7515333,426.7,668.4464,819.4653333,929.3333333,1952,2880,3085.333333,30,64,100,128,164,413.3333333,612,698.6666667,13.85846667,32.68906667,48.86546667,56.92693333,11.46331429,9.733714286,17.07908571,11.35314286,61.85714286,53.14285714,92.57142857,53.42857143,1,1.142857143,1.714285714,1.428571429,1.428571429,3.714285714,5.142857143,5.714285714,0.537128571,0.6468,0.947371429,0.730485714,31.9,75.22571429,88.97142857,91.53503257,0,0.902857143,0.534285714,1.028571429,0,2,1.142857143,3.428571429,0,0,0,0,0,-1.428571429,-1.142857143,-1.428571429,0,-0.04,-0.022857143,0.074285714,0,-6.257142857,-3.942857143,-4.830602857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28E-06,1.46E-07,0.00111446,0.000207281,0.2288405,0.0116833
ic400607w_si_001_R,276,12.89050725,5029.11,1.17477,14,7.08327,6.22863,6.87037,0.5922,0.5041,1675.12,0,pcu,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000415399,7.10E-05,0.001064532,0.000232004,0.1315119,0.007909793
ic401157n_si_002_R,584,10.63680096,10153.7,1.01589,14,8.06565,5.38556,7.08624,0.5888,0.579589,1732.66,0,,1,3,677.7322,1316.254,5081.748,5066.244,15948,40200,68656,79728,90,220,556,704,864,2896,4876,6192,47.8442,162.63,325.1036,452.6928,1.21,37.3505,22.055,78.375,3249,4503,8892,9234,1,10,9,23,100,260,415,585,2.8561,12.3708,14.8213,28.2737,0,-22.955,-10.15,-45.95,0,491,357,1149,0,0,0,0,0,74,48.5,171.5,0,9.58,6.44,22.14,416.4222,849.498,1342.2942,1739.601,1821,3750,5580,6156,60,126,198,264,324,810,1158,1296,26.7348,62.8338,93.7542,112.2528,11.5797381,9.499357143,19.38366667,17.86214286,62.66666667,52,94.0952381,95.42857143,1,1.095238095,2,2.095238095,1.380952381,3.571428571,4.666666667,7.523809524,0.535757143,0.6171,1.006857143,1.154266667,32.83285714,68.82238095,87.66065624,131.0876517,0,0.762857143,1.097619048,1.728571429,0,1.714285714,3.904761905,4.285714286,0,0,0,0,0,-1.714285714,-1.904761905,-4.285714286,0,-0.034285714,0.088571429,-0.038095238,0,-5.142857143,-4.149989048,-10.78162952,10.1056,18.07333333,36.73893333,26.08933333,54,88.33333333,130.3333333,111.3333333,1,2.333333333,4.666666667,3.333333333,6.333333333,19,20,17.33333333,0.552633333,1.242366667,1.959866667,1.607133333,45.87,170.447538,220.6260993,201.5809703,0,1.393333333,2.613333333,2.516666667,0,4.333333333,15.33333333,9.666666667,0,0,0,0,0,-0.666666667,4.666666667,-0.666666667,0,0.08,0.86,0.306666667,0,-7.535703333,1.550076667,-9.00711,0.000785239,0.000153579,0.001792931,0.000258774,0.1771701,0.0102312
ic401157n_si_002_R,584,10.63680096,10153.7,1.01589,14,8.06565,5.38556,7.08624,0.5888,0.579589,1732.66,0,,1,3,677.7322,1316.254,5081.748,5066.244,15948,40200,68656,79728,90,220,556,704,864,2896,4876,6192,47.8442,162.63,325.1036,452.6928,1.21,37.3505,22.055,78.375,3249,4503,8892,9234,1,10,9,23,100,260,415,585,2.8561,12.3708,14.8213,28.2737,0,-22.955,-10.15,-45.95,0,491,357,1149,0,0,0,0,0,74,48.5,171.5,0,9.58,6.44,22.14,416.4222,849.498,1342.2942,1739.601,1821,3750,5580,6156,60,126,198,264,324,810,1158,1296,26.7348,62.8338,93.7542,112.2528,11.5797381,9.499357143,19.38366667,17.86214286,62.66666667,52,94.0952381,95.42857143,1,1.095238095,2,2.095238095,1.380952381,3.571428571,4.666666667,7.523809524,0.535757143,0.6171,1.006857143,1.154266667,32.83285714,68.82238095,87.66065624,131.0876517,0,0.762857143,1.097619048,1.728571429,0,1.714285714,3.904761905,4.285714286,0,0,0,0,0,-1.714285714,-1.904761905,-4.285714286,0,-0.034285714,0.088571429,-0.038095238,0,-5.142857143,-4.149989048,-10.78162952,10.1056,18.07333333,36.73893333,26.08933333,54,88.33333333,130.3333333,111.3333333,1,2.333333333,4.666666667,3.333333333,6.333333333,19,20,17.33333333,0.552633333,1.242366667,1.959866667,1.607133333,45.87,170.447538,220.6260993,201.5809703,0,1.393333333,2.613333333,2.516666667,0,4.333333333,15.33333333,9.666666667,0,0,0,0,0,-0.666666667,4.666666667,-0.666666667,0,0.08,0.86,0.306666667,0,-7.535703333,1.550076667,-9.00711,0.000785239,0.000153579,0.001792931,0.000258774,0.1771701,0.0102312
ic401157n_si_003_R,292,9.951874521,5414.98,0.891127,13,7.3095,5.32541,6.20086,0.6186,0.694177,2022.17,0,,1,3,332.9204,630.0176,1940.006,2019.4144,4482,12000,18054,17712,44,100,220,268,332,944,1486,1584,22.9308,68.7228,124.7796,152.9924,1.4884,33.5744,23.2654,50.2396,1521,2496,3159,3588,1,8,8,14,64,144,232,272,2.6569,9.5192,11.4426,16.4956,0,-17.76,-9.31,-24.1,0,248,231,454,0,0,0,0,0,46,35,78,0,7.2,6.02,12.7,416.4222,849.498,1342.2942,1739.601,1821,3750,5580,6156,60,126,198,264,324,810,1158,1296,26.7348,62.8338,93.7542,112.2528,11.8336,8.772,19.7456,17.544,64,48,96,96,1,1,2,2,1,3,4,6.666666667,0.5329,0.5621,1.002533333,1.1242,28.09,59.89,79.68922767,119.78,0,0.89,1.14,1.78,0,2,4,4,0,0,0,0,0,-2,-2,-4.666666667,0,-0.04,0.086666667,-0.08,0,-6,-4.435703333,-12,10.1056,18.07333333,36.73893333,26.08933333,54,88.33333333,130.3333333,111.3333333,1,2.333333333,4.666666667,3.333333333,6.333333333,19,20,17.33333333,0.552633333,1.242366667,1.959866667,1.607133333,45.87,170.447538,220.6260993,201.5809703,0,1.393333333,2.613333333,2.516666667,0,4.333333333,15.33333333,9.666666667,0,0,0,0,0,-0.666666667,4.666666667,-0.666666667,0,0.08,0.86,0.306666667,0,-7.535703333,1.550076667,-9.00711,0.000226837,5.24E-05,0.002383043,0.000341626,0.2535016,0.008904082
ic401157n_si_003_R,292,9.951874521,5414.98,0.891127,13,7.3095,5.32541,6.20086,0.6186,0.694177,2022.17,0,,1,3,332.9204,630.0176,1940.006,2019.4144,4482,12000,18054,17712,44,100,220,268,332,944,1486,1584,22.9308,68.7228,124.7796,152.9924,1.4884,33.5744,23.2654,50.2396,1521,2496,3159,3588,1,8,8,14,64,144,232,272,2.6569,9.5192,11.4426,16.4956,0,-17.76,-9.31,-24.1,0,248,231,454,0,0,0,0,0,46,35,78,0,7.2,6.02,12.7,416.4222,849.498,1342.2942,1739.601,1821,3750,5580,6156,60,126,198,264,324,810,1158,1296,26.7348,62.8338,93.7542,112.2528,11.8336,8.772,19.7456,17.544,64,48,96,96,1,1,2,2,1,3,4,6.666666667,0.5329,0.5621,1.002533333,1.1242,28.09,59.89,79.68922767,119.78,0,0.89,1.14,1.78,0,2,4,4,0,0,0,0,0,-2,-2,-4.666666667,0,-0.04,0.086666667,-0.08,0,-6,-4.435703333,-12,10.1056,18.07333333,36.73893333,26.08933333,54,88.33333333,130.3333333,111.3333333,1,2.333333333,4.666666667,3.333333333,6.333333333,19,20,17.33333333,0.552633333,1.242366667,1.959866667,1.607133333,45.87,170.447538,220.6260993,201.5809703,0,1.393333333,2.613333333,2.516666667,0,4.333333333,15.33333333,9.666666667,0,0,0,0,0,-0.666666667,4.666666667,-0.666666667,0,0.08,0.86,0.306666667,0,-7.535703333,1.550076667,-9.00711,0.000226837,5.24E-05,0.002383043,0.000341626,0.2535016,0.008904082
ic402058f_si_002_R,214,12.48650467,3149.9,1.40865,13,5.10381,3.46641,4.74355,0.4896,0.347566,437.32,343.508,,1,3,426.5074,886.144,2926.3316,2896.7552,16048,33024,58112,55296,46,128,292,368,476,1576,2592,2936,35.1784,113.4128,209.472,264.9024,2.8561,38.75733333,25.8232,74.37126667,2304,2560,5952,4928,1,6.666666667,6.666666667,14,44.66666667,111.3333333,180.6666667,234,2.1904,7.202666667,9.698933333,15.40186667,0,-11.66666667,-4.013333333,-20.34666667,0,266.6666667,196,569.3333333,0,0,0,0,0,28,16.66666667,57.33333333,0,5,3.313333333,10.31333333,354.6699,729.963,1152.5586,1454.838,1563,3276,4848,5100,51,108,168,216,276,684,960,1032,22.8579,54.054,79.6584,91.1928,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,17.544,35.088,65.36,64,96,192,224,1,2,4,8,4,12,24,32,0.5329,1.1242,2.2484,3.3288,28.09,119.78,239.56,335.110732,0,1.78,3.56,8.52,0,4,8,36,0,0,0,0,0,-2,-4,0,0,-0.08,-0.16,1.28,0,-12,-24,-20.82844,1.14E-05,5.72E-07,0.002922178,0.000508939,0.2061445,0.01276442
ic402058f_si_003_R,318,10.02831447,3262.55,1.6231,13,2.71568,1.41647,2.71568,0.3464,0.213419,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11E-10,1.97E-10,0,0,0,0
ic402058f_si_003_R,318,10.02831447,3262.55,1.6231,13,2.71568,1.41647,2.71568,0.3464,0.213419,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11E-10,1.97E-10,0,0,0,0
ic402058f_si_005_R,580,10.59571034,6165.5,1.65515,14,3.24496,1.68125,3.23518,0.3718,0.224633,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17E-07,3.83E-08,0,0,1.02E-06,2.82E-06
ic402280p_si_003_R,388,13.71075258,4406.28,2.00481,14,3.90139,1.143,3.90139,0.3378,0.168495,0,39.8917,sqc27,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.10E-07,1.65E-08,1.41E-05,1.56E-05,0.002500868,0.001198225
ic402280p_si_003_R,388,13.71075258,4406.28,2.00481,14,3.90139,1.143,3.90139,0.3378,0.168495,0,39.8917,sqc27,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.10E-07,1.65E-08,1.41E-05,1.56E-05,0.002500868,0.001198225
ic5008457_si_002_R,242,10.04618182,3002.32,1.34465,14,3.14349,1.93609,2.59509,0.4204,0.312647,0,0,bcu,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003922596,0.001148322,0,0,0,0
ic501477u_si_003_R,122,10.66708197,1728.23,1.25044,15,4.30936,3.85032,4.28097,0.5134,0.410576,1053,0,sql,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002580717,0.00235296,0.01257818,0.003732946,0.3192121,0.02120336
