N_atoms,cell_00_0,cell_01_0,cell_02_0,cell_10_0,cell_11_0,cell_12_0,cell_20_0,cell_21_0,cell_22_0,volume_0,LCD_0,PLD_0,LFPD_0,density_0,VF_0,PV_0,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3
188.0,6.7338,0.0,0.0,3.366893424,16.34717538,0.0,3.366963639,-2.09e-07,16.34718713,1799.47563,3.41537,3.16157,3.41072,2.16371,0.352,0.162683,98.2031,178.5504,282.8168,401.7984,3163.0,3836.0,7498.0,3064.0,13.0,24.0,40.0,48.0,64.0,152.0,180.0,136.0,9.4674,17.486,30.7352,29.5188,3.7249,25.0128,39.4878,114.7964,2209.0,1410.0,3196.0,4183.0,1.0,4.0,8.0,23.0,16.0,48.0,128.0,184.0,1.6384,3.7888,8.5248,16.2432,0.0,-5.24,-5.02,-15.09,0.0,158.0,308.0,992.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,46.0,0.0,2.16,3.58,16.75,199.5255333,411.8176,820.3658667,972.7906667,1006.666667,2320.0,2712.0,2294.666667,30.0,61.33333333,120.0,156.0,181.3333333,469.3333333,688.0,748.0,11.3746,28.8104,46.18933333,51.74066667,10.3936,16.86453333,51.12035556,31.09173333,55.66666667,126.8888889,178.5555556,115.5555556,1.0,2.111111111,6.333333333,4.111111111,5.444444444,21.77777778,29.66666667,23.33333333,0.549344444,1.293433333,2.596011111,1.732411111,42.90666667,185.0644444,273.2687133,220.0125369,0.0,1.198888889,3.522222222,3.21,0.0,-1.888888889,21.55555556,14.11111111,0.0,0.0,0.0,0.0,0.0,-3.0,4.666666667,0.111111111,0.0,-0.162222222,1.235555556,0.728888889,0.0,-12.76666667,4.3763,-4.671355556,6.163333333,14.0266,16.79006667,14.36773333,106.6666667,202.6666667,101.3333333,69.33333333,0.666666667,1.666666667,2.0,2.0,5.666666667,10.66666667,10.0,8.666666667,0.524433333,1.2546,1.056033333,0.874033333,134.8166667,210.1666667,170.0552893,142.0337447,0.0,-0.563333333,0.56,1.223333333,0.0,8.666666667,14.0,18.33333333,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.333333333,0.0,0.276666667,0.503333333,0.75,0.0,12.1,10.62859333,12.45718667
256.0,8.1737,0.0,0.0,0.0,15.0092,0.0,-0.471992185,0.0,36.77620389,4511.730364,9.38043,8.88789,9.38043,1.09901,0.5656,0.514647,209.9082,402.612,1539.4372,964.86,9066.0,18576.0,22066.0,17808.0,24.0,68.0,160.0,132.0,296.0,1064.0,1276.0,1072.0,17.9686,62.9216,103.8894,94.0744,1.44,35.016,13.68,45.12,3969.0,4284.0,5481.0,5544.0,1.0,9.0,5.0,13.0,81.0,216.0,189.0,324.0,2.8224,11.172,7.9968,16.4808,0.0,-18.38,-5.4,-22.0,0.0,499.0,228.0,731.0,0.0,0.0,0.0,0.0,0.0,57.0,24.0,81.0,0.0,8.47,3.64,12.03,285.4358,619.27,999.9548,1213.997,1256.0,2788.0,4292.0,4412.0,42.0,92.0,148.0,186.0,240.0,612.0,916.0,978.0,19.0682,46.6324,71.9876,80.917,10.62521733,12.23422,18.88279733,19.05836,57.65333333,67.04,102.9333333,93.28,1.0,1.453333333,2.0,2.453333333,2.813333333,5.72,7.173333333,10.08,0.5465,0.8239,1.115581333,1.267317333,50.666,102.4081333,125.924,173.6044222,0.0,0.2848,0.688266667,1.5352,0.0,0.64,1.546666667,5.36,0.0,0.0,0.0,0.0,0.0,-0.64,-1.546666667,-2.186666667,0.0,-0.0128,-0.030933333,0.119466667,0.0,-1.92,-4.64,-6.200556533,9.2416,18.848,32.4976,41.04,49.0,87.5,175.0,178.5,1.0,2.5,4.0,5.5,6.5,16.5,28.5,33.5,0.5625,1.29375,2.295,2.72625,54.76,183.916307,305.62,384.508921,0.0,1.4,1.47,3.22,0.0,5.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.15,-0.06,0.49,0.0,-6.353555,-11.7,-11.260665
68.0,9.27138912,0.0,0.0,-0.341474638,9.265098558,0.0,-1.815358552,-1.883497981,10.19576308,875.8194532,3.26744,2.68037,3.26744,1.70914,0.388,0.227015,334.8532,653.9264,1350.3416,2217.9328,4868.0,10456.0,20444.0,26048.0,40.0,88.0,164.0,280.0,252.0,720.0,1244.0,1664.0,27.362,66.0512,121.3356,192.396,3.5722,30.2096,37.8622,88.0398,785.0,1029.0,2618.0,2800.0,1.0,5.0,8.0,16.0,26.0,68.0,134.0,182.0,1.746,4.8522,9.4308,14.79,0.0,-6.56,-4.96,-16.38,0.0,102.0,128.0,346.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,46.0,0.0,2.83,3.22,9.76,91.2838,176.001,261.8652,273.572,397.0,768.0,1020.0,884.0,13.0,26.0,38.0,42.0,64.0,150.0,190.0,168.0,5.7333,12.7666,17.2678,16.611,10.1056,10.1288,16.30266667,9.369333333,54.0,54.5,78.16666667,41.33333333,1.0,1.166666667,1.833333333,1.166666667,1.5,4.0,4.5,3.666666667,0.552633333,0.661116667,0.93125,0.563483333,45.87,75.21666667,95.697538,64.98087133,0.0,0.46,0.74,0.955,0.0,1.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,-1.5,-0.666666667,-1.166666667,0.0,-0.02,0.106666667,0.096666667,0.0,-3.3,-2.335703333,-3.685703333,4.6208,6.9312,2.3104,0.0,24.5,36.75,12.25,0.0,0.5,0.75,0.25,0.0,1.25,1.5,0.25,0.0,0.28125,0.421875,0.140625,0.0,27.38,41.07,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416.0,21.872,0.0,0.0,0.0,21.872,0.0,0.0,0.0,21.872,10463.22325,10.28405,5.66029,7.85884,0.907624,0.6758,0.744581,202.8985,399.384,984.1086,1039.0176,3076.0,7392.0,12408.0,14016.0,22.0,54.0,102.0,132.0,156.0,426.0,726.0,840.0,15.1726,40.8654,70.8438,91.0164,3.3489,31.476,25.3638,69.0276,676.0,1040.0,1976.0,2288.0,1.0,5.0,6.0,12.0,25.0,55.0,110.0,140.0,1.5625,4.5625,6.975,11.15,0.0,-8.05,-2.88,-15.76,0.0,90.0,80.0,224.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,32.0,0.0,2.6,1.92,6.08,246.232,465.2432,722.7848,877.715,1192.0,2258.0,3368.0,3584.0,32.0,66.0,100.0,126.0,166.0,404.0,560.0,598.0,15.696,34.8202,50.7404,58.6302,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,9.2416,16.9936,23.256,44.384,49.0,91.0,126.0,182.0,1.0,2.0,3.0,6.0,4.0,10.0,18.0,28.0,0.5625,1.14,1.7325,2.865,54.76,138.38,250.86,401.185228,0.0,0.49,1.47,3.64,0.0,1.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,-2.0,0.0,-0.02,-0.06,0.68,0.0,-3.9,-11.7,-9.81422
42.0,9.5075,0.0,0.0,0.0,9.8065,0.0,-4.753750001,-1.904660751,8.464043829,789.1476551,4.26293,3.61231,4.26293,1.76637,0.5546,0.313977,69.2413,105.6768,170.9112,180.8064,2056.0,2880.0,4368.0,2880.0,9.0,16.0,20.0,24.0,36.0,80.0,80.0,48.0,8.3421,13.8408,17.5036,18.5712,2.7225,22.704,14.454,68.112,900.0,960.0,1800.0,2880.0,1.0,4.0,4.0,12.0,16.0,32.0,64.0,96.0,1.7161,3.8252,5.5544,11.4756,0.0,-7.16,-2.16,-21.48,0.0,88.0,60.0,264.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,2.32,1.0,6.96,58.58383333,80.45013333,154.8512,60.544,482.3333333,981.3333333,808.0,64.0,6.333333333,10.66666667,14.66666667,8.0,25.33333333,48.0,31.33333333,9.333333333,3.437733333,6.910666667,7.440666667,2.1608,11.8336,7.5336,35.5008,9.46,64.0,120.0,192.0,10.0,1.0,1.0,3.0,1.25,1.0,4.0,4.25,1.25,0.5329,0.7738,1.5987,0.337625,28.09,132.5,84.27,29.85960375,0.0,1.25,0.0,1.55,0.0,-7.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,-3.0,-1.25,0.0,0.0,-0.33,0.0,0.45,0.0,-19.7,0.0,0.9911125,8.608079167,21.99163333,21.83935,1.261333333,137.7916667,289.3333333,112.125,1.333333333,1.0,2.916666667,2.166666667,0.166666667,9.5,14.91666667,5.75,0.333333333,0.8036375,1.984079167,1.078404167,0.045016667,301.67375,327.6266616,106.6800312,3.9812805,0.0,-0.942916667,-0.005416667,0.206666667,0.0,12.83333333,7.583333333,1.166666667,0.0,0.0,0.0,0.0,0.0,4.416666667,3.083333333,0.166666667,0.0,0.62125,0.37375,0.06,0.0,25.87531542,11.10031542,0.132148333
452.0,10.77,0.0,0.0,0.0,23.78,0.0,-5.385,-1.99588677,23.42512616,5999.423117,5.42299,3.68682,5.40982,1.18993,0.4938,0.414983,96.5334,176.312,298.514,387.192,1235.0,2676.0,3242.0,2112.0,12.0,24.0,36.0,46.0,64.0,164.0,188.0,124.0,7.8687,17.2914,24.9064,26.103,3.5344,30.832,28.764,51.7752,729.0,1026.0,972.0,1296.0,1.0,5.0,6.0,11.0,25.0,60.0,90.0,115.0,1.5876,4.6494,5.8212,8.6058,0.0,-7.0,-4.02,-6.86,0.0,97.0,126.0,249.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,32.0,0.0,2.61,2.94,7.03,246.9564333,515.984,825.0429333,1013.125333,1013.333333,2176.0,3069.333333,3189.333333,37.0,77.33333333,122.6666667,154.6666667,200.0,493.3333333,689.3333333,738.6666667,15.53676667,37.1448,54.15093333,61.056,10.5376,12.138,24.7428,19.336,56.5,66.0,105.0,76.0,1.0,1.5,3.0,2.5,2.5,7.5,10.0,8.0,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0.0,0.935,1.775,1.975,0.0,2.0,8.0,8.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.5,0.0,-0.04,0.34,0.33,0.0,-6.9,-4.00711,-5.05711,11.8336,15.351,34.6494,50.224,64.0,84.0,156.0,208.0,1.0,1.75,4.0,6.0,3.25,10.75,19.0,29.5,0.5329,0.983675,1.9491,2.7886,28.09,104.8075,195.607683,287.335366,0.0,1.5575,3.6875,6.04,0.0,3.5,12.5,22.0,0.0,0.0,0.0,0.0,0.0,-2.5,-2.5,-4.0,0.0,-0.07,0.25,0.56,0.0,-10.5,-15.70711,-22.41422
116.0,8.1404,0.0,0.0,0.0,13.6013,0.0,0.0,-6.80065,11.77907132,1304.179042,3.46229,2.63449,3.46229,1.73727,0.3288,0.189263,49.71079375,89.4931875,145.0793625,170.916,821.0625,1021.5,1233.75,678.75,7.75,13.875,24.0,22.5,37.875,86.25,94.5,62.25,4.808725,8.6802375,13.279425,10.450125,2.490775,28.4835,35.58585,29.31825,612.75,1041.0,1002.0,2381.25,1.0,6.0,9.0,8.25,36.0,90.0,117.0,175.5,1.8523,6.1164,7.788,9.580575,0.0,-8.64,-8.52,-5.7975,0.0,106.5,183.0,108.0,0.0,0.0,0.0,0.0,0.0,21.0,34.5,20.25,0.0,3.66,6.63,4.215,35.8887,52.258,70.98673333,74.36853333,169.0,236.0,245.3333333,233.3333333,4.666666667,7.333333333,10.0,10.0,17.33333333,37.33333333,34.0,18.0,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1.0,1.0,1.5,2.1,1.0,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0.0,0.414,0.8655,1.0905,0.0,0.9,3.75,5.55,0.0,0.0,0.0,0.0,0.0,-1.5,-2.1,-1.2,0.0,-0.018,0.15,0.264,0.0,-2.97,-2.2531995,-0.8453325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,8.1609,0.0,0.0,0.0,13.6093,0.0,0.0,-6.80465,11.78599953,1309.001859,3.46699,2.64609,3.46699,1.73087,0.331,0.191234,49.71079375,89.4931875,145.0793625,170.916,821.0625,1021.5,1233.75,678.75,7.75,13.875,24.0,22.5,37.875,86.25,94.5,62.25,4.808725,8.6802375,13.279425,10.450125,2.490775,28.4835,35.58585,29.31825,612.75,1041.0,1002.0,2381.25,1.0,6.0,9.0,8.25,36.0,90.0,117.0,175.5,1.8523,6.1164,7.788,9.580575,0.0,-8.64,-8.52,-5.7975,0.0,106.5,183.0,108.0,0.0,0.0,0.0,0.0,0.0,21.0,34.5,20.25,0.0,3.66,6.63,4.215,35.8887,52.258,70.98673333,74.36853333,169.0,236.0,245.3333333,233.3333333,4.666666667,7.333333333,10.0,10.0,17.33333333,37.33333333,34.0,18.0,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1.0,1.0,1.5,2.1,1.0,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0.0,0.414,0.8655,1.0905,0.0,0.9,3.75,5.55,0.0,0.0,0.0,0.0,0.0,-1.5,-2.1,-1.2,0.0,-0.018,0.15,0.264,0.0,-2.97,-2.2531995,-0.8453325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,8.1751,0.0,0.0,0.0,13.6206,0.0,0.0,-6.8103,11.79578561,1313.45798,3.47567,2.65454,3.47567,1.725,0.3336,0.193392,49.71079375,89.4931875,145.0793625,170.916,821.0625,1021.5,1233.75,678.75,7.75,13.875,24.0,22.5,37.875,86.25,94.5,62.25,4.808725,8.6802375,13.279425,10.450125,2.490775,28.4835,35.58585,29.31825,612.75,1041.0,1002.0,2381.25,1.0,6.0,9.0,8.25,36.0,90.0,117.0,175.5,1.8523,6.1164,7.788,9.580575,0.0,-8.64,-8.52,-5.7975,0.0,106.5,183.0,108.0,0.0,0.0,0.0,0.0,0.0,21.0,34.5,20.25,0.0,3.66,6.63,4.215,35.8887,52.258,70.98673333,74.36853333,169.0,236.0,245.3333333,233.3333333,4.666666667,7.333333333,10.0,10.0,17.33333333,37.33333333,34.0,18.0,2.230333333,3.6498,4.061,3.717,9.47138,8.058,12.67968,18.12144,50.9,43.8,55.65,74.55,1.0,1.0,1.5,2.1,1.0,2.5,3.6,3.3,0.5597,0.57288,0.71325,0.95841,61.345,76.501,79.0316763,92.6449812,0.0,0.414,0.8655,1.0905,0.0,0.9,3.75,5.55,0.0,0.0,0.0,0.0,0.0,-1.5,-2.1,-1.2,0.0,-0.018,0.15,0.264,0.0,-2.97,-2.2531995,-0.8453325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,10.496,0.0,0.0,0.0,12.396,0.0,0.0,0.0,16.254,2114.782194,5.97609,4.07891,5.95911,0.794839,0.6772,0.851997,96.8671,149.568,324.678,465.12,1135.0,2604.0,3270.0,2520.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.8645,19.44,29.7186,34.65,2.4025,28.272,23.715,28.272,625.0,1050.0,900.0,1050.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,72.0,1.9321,6.255,6.4218,6.255,0.0,-8.94,-6.0,-8.94,0.0,108.0,114.0,108.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,3.84,3.72,3.84,40.7298,62.016,49.9714,31.008,219.0,336.0,268.0,168.0,5.0,8.0,6.0,4.0,14.0,24.0,16.0,8.0,2.8733,4.62,3.4358,2.31,9.2416,7.752,9.2416,7.752,49.0,42.0,49.0,42.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5625,0.5775,0.5625,0.5775,54.76,83.62,54.76,83.62,0.0,0.49,0.0,0.49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-0.02,0.0,-0.02,0.0,-3.9,0.0,-3.9,9.2416,15.504,18.4832,0.0,49.0,84.0,98.0,0.0,1.0,2.0,2.0,0.0,4.0,8.0,4.0,0.0,0.5625,1.155,1.125,0.0,54.76,167.24,109.52,0.0,0.0,0.98,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.04,0.0,0.0,0.0,-7.8,0.0,0.0
64.0,10.694,0.0,0.0,0.0,12.092,0.0,0.0,0.0,16.108,2082.955248,5.76914,4.18918,5.68942,0.806983,0.6692,0.829261,96.8671,149.568,324.678,465.12,1135.0,2604.0,3270.0,2520.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.8645,19.44,29.7186,34.65,2.4025,28.272,23.715,28.272,625.0,1050.0,900.0,1050.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,72.0,1.9321,6.255,6.4218,6.255,0.0,-8.94,-6.0,-8.94,0.0,108.0,114.0,108.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,3.84,3.72,3.84,40.7298,62.016,49.9714,31.008,219.0,336.0,268.0,168.0,5.0,8.0,6.0,4.0,14.0,24.0,16.0,8.0,2.8733,4.62,3.4358,2.31,9.2416,7.752,9.2416,7.752,49.0,42.0,49.0,42.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5625,0.5775,0.5625,0.5775,54.76,83.62,54.76,83.62,0.0,0.49,0.0,0.49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-0.02,0.0,-0.02,0.0,-3.9,0.0,-3.9,9.2416,15.504,18.4832,0.0,49.0,84.0,98.0,0.0,1.0,2.0,2.0,0.0,4.0,8.0,4.0,0.0,0.5625,1.155,1.125,0.0,54.76,167.24,109.52,0.0,0.0,0.98,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.04,0.0,0.0,0.0,-7.8,0.0,0.0
64.0,10.391,0.0,0.0,-0.953298317,12.27282001,0.0,0.0,0.0,15.81,2016.199858,5.57906,4.27629,5.56861,0.833702,0.6592,0.79069,96.8671,149.568,324.678,465.12,1135.0,2604.0,3270.0,2520.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.8645,19.44,29.7186,34.65,2.4025,28.272,23.715,28.272,625.0,1050.0,900.0,1050.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,72.0,1.9321,6.255,6.4218,6.255,0.0,-8.94,-6.0,-8.94,0.0,108.0,114.0,108.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,3.84,3.72,3.84,40.7298,62.016,49.9714,31.008,219.0,336.0,268.0,168.0,5.0,8.0,6.0,4.0,14.0,24.0,16.0,8.0,2.8733,4.62,3.4358,2.31,9.2416,7.752,9.2416,7.752,49.0,42.0,49.0,42.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5625,0.5775,0.5625,0.5775,54.76,83.62,54.76,83.62,0.0,0.49,0.0,0.49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-0.02,0.0,-0.02,0.0,-3.9,0.0,-3.9,9.2416,15.504,18.4832,0.0,49.0,84.0,98.0,0.0,1.0,2.0,2.0,0.0,4.0,8.0,4.0,0.0,0.5625,1.155,1.125,0.0,54.76,167.24,109.52,0.0,0.0,0.98,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.04,0.0,0.0,0.0,-7.8,0.0,0.0
64.0,10.098,0.0,0.0,0.0,12.156,0.0,-1.884481128,0.0,17.01496083,2088.608357,5.57167,3.71325,5.56165,0.804799,0.669,0.831263,96.8671,149.568,324.678,465.12,1135.0,2604.0,3270.0,2520.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.8645,19.44,29.7186,34.65,2.4025,28.272,23.715,28.272,625.0,1050.0,900.0,1050.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,72.0,1.9321,6.255,6.4218,6.255,0.0,-8.94,-6.0,-8.94,0.0,108.0,114.0,108.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,3.84,3.72,3.84,40.7298,62.016,49.9714,31.008,219.0,336.0,268.0,168.0,5.0,8.0,6.0,4.0,14.0,24.0,16.0,8.0,2.8733,4.62,3.4358,2.31,9.2416,7.752,9.2416,7.752,49.0,42.0,49.0,42.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5625,0.5775,0.5625,0.5775,54.76,83.62,54.76,83.62,0.0,0.49,0.0,0.49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-0.02,0.0,-0.02,0.0,-3.9,0.0,-3.9,9.2416,15.504,18.4832,0.0,49.0,84.0,98.0,0.0,1.0,2.0,2.0,0.0,4.0,8.0,4.0,0.0,0.5625,1.155,1.125,0.0,54.76,167.24,109.52,0.0,0.0,0.98,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.04,0.0,0.0,0.0,-7.8,0.0,0.0
416.0,21.4934,0.0,0.0,0.0,21.4934,0.0,0.0,0.0,21.4934,9929.225259,10.23917,5.38907,7.72274,0.840589,0.661,0.786353,200.6281,376.68,966.1038,1002.6912,1555.0,4272.0,7494.0,9024.0,22.0,54.0,102.0,132.0,156.0,426.0,726.0,840.0,15.2479,41.0844,71.1792,91.3668,2.5921,27.692,21.6062,60.7292,169.0,520.0,650.0,1144.0,1.0,5.0,6.0,12.0,25.0,55.0,110.0,140.0,1.5876,4.599,7.056,11.2392,0.0,-9.15,-3.76,-18.4,0.0,25.0,28.0,68.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,32.0,0.0,2.65,1.96,6.2,246.232,465.2432,722.7848,877.715,1192.0,2258.0,3368.0,3584.0,32.0,66.0,100.0,126.0,166.0,404.0,560.0,598.0,15.696,34.8202,50.7404,58.6302,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,9.2416,16.9936,23.256,44.384,49.0,91.0,126.0,182.0,1.0,2.0,3.0,6.0,4.0,10.0,18.0,28.0,0.5625,1.14,1.7325,2.865,54.76,138.38,250.86,401.185228,0.0,0.49,1.47,3.64,0.0,1.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,-2.0,0.0,-0.02,-0.06,0.68,0.0,-3.9,-11.7,-9.81422
